stopPointRef,no_of_buses
NSR:Quay:14086,534
NSR:Quay:108602,7268
NSR:Quay:30537,7912
NSR:Quay:3513,6602
NSR:Quay:56367,17687
NSR:Quay:11379,27135
NSR:Quay:68205,322
NSR:Quay:16336,4475
NSR:Quay:18911,630
NSR:Quay:28701,2360
NSR:Quay:11009,11624
NSR:Quay:10911,22784
NSR:Quay:30492,5023
NSR:Quay:88674,22425
NSR:Quay:31212,9468
NSR:Quay:32609,9631
NSR:Quay:32144,566
NSR:Quay:8732,3996
NSR:Quay:37099,839
NSR:Quay:42359,4722
NSR:Quay:5322,9967
NSR:Quay:49672,6845
NSR:Quay:30522,10374
NSR:Quay:84263,992
NSR:Quay:110649,5806
NSR:Quay:108371,1574
NSR:Quay:53759,4381
NSR:Quay:84321,2311
NSR:Quay:102678,500
NSR:Quay:37786,6603
NSR:Quay:95154,197
NSR:Quay:41854,932
NSR:Quay:46138,3875
NSR:Quay:10628,32746
NSR:Quay:70163,6318
NSR:Quay:1722,2555
NSR:Quay:91846,226
NSR:Quay:48545,13212
NSR:Quay:28730,25423
NSR:Quay:54062,2102
NSR:Quay:86124,1518
NSR:Quay:68929,8572
NSR:Quay:111028,6023
NSR:Quay:92745,676
NSR:Quay:110050,3966
NSR:Quay:45369,10053
NSR:Quay:52994,7324
NSR:Quay:29842,334
NSR:Quay:48995,3828
NSR:Quay:1457,5850
NSR:Quay:81322,1482
NSR:Quay:39047,1858
NSR:Quay:11110,12250
NSR:Quay:91490,8969
NSR:Quay:41186,4999
NSR:Quay:9203,13455
NSR:Quay:85798,4010
NSR:Quay:106493,1263
NSR:Quay:27253,1658
NSR:Quay:41559,5497
NSR:Quay:37218,5743
NSR:Quay:39878,9760
NSR:Quay:50645,2240
NSR:Quay:52312,3020
NSR:Quay:54700,13663
NSR:Quay:53841,9399
NSR:Quay:41624,12831
NSR:Quay:26726,2055
NSR:Quay:57856,4632
NSR:Quay:51407,9529
NSR:Quay:68431,3439
NSR:Quay:100666,3338
NSR:Quay:50643,1570
NSR:Quay:54712,4115
NSR:Quay:93070,778
12242471,3771
NSR:Quay:31552,5866
NSR:Quay:74317,1908
NSR:Quay:50925,4249
NSR:Quay:19293,1979
NSR:Quay:46155,10654
NSR:Quay:26374,4901
NSR:Quay:30943,7269
NSR:Quay:37576,982
NSR:Quay:28490,450
14011933,770
NSR:Quay:74690,2699
NSR:Quay:47310,3669
NSR:Quay:74727,4934
NSR:Quay:92257,4663
NSR:Quay:9931,5790
NSR:Quay:31219,875
NSR:Quay:91480,1778
NSR:Quay:13406,2110
NSR:Quay:2353,3496
NSR:Quay:33451,1577
NSR:Quay:4746,5000
14313503,835
NSR:Quay:91713,1130
NSR:Quay:97976,4254
NSR:Quay:17093,398
NSR:Quay:100712,381
NSR:Quay:93331,1399
NSR:Quay:25696,480
NSR:Quay:76924,421
NSR:Quay:20556,352
NSR:Quay:1650,2535
NSR:Quay:65594,1880
NSR:Quay:13193,730
NSR:Quay:106202,1080
NSR:Quay:79697,1189
NSR:Quay:68116,1490
NSR:Quay:104067,2023
NSR:Quay:39466,4002
NSR:Quay:77139,2079
NSR:Quay:58312,550
NSR:Quay:103980,3399
NSR:Quay:104580,592
NSR:Quay:55966,1944
NSR:Quay:85405,1230
NSR:Quay:25665,480
NSR:Quay:91081,1592
NSR:Quay:87673,444
NSR:Quay:56750,4225
NSR:Quay:67059,852
NSR:Quay:56738,907
NSR:Quay:5053,994
NSR:Quay:11482,2559
NSR:Quay:54082,4198
NSR:Quay:109456,734
NSR:Quay:47186,2504
NSR:Quay:37806,1593
NSR:Quay:28714,2742
NSR:Quay:24450,719
NSR:Quay:94759,2501
NSR:Quay:14474,9535
NSR:Quay:106508,1271
NSR:Quay:103720,3892
NSR:Quay:94362,836
NSR:Quay:29321,570
NSR:Quay:52721,1063
NSR:Quay:28181,2107
NSR:Quay:81147,1606
NSR:Quay:88121,2439
NSR:Quay:30311,4209
NSR:Quay:91031,1095
NSR:Quay:56829,1250
NSR:Quay:106376,500
NSR:Quay:94255,1444
NSR:Quay:92808,378
NSR:Quay:93899,2299
NSR:Quay:94088,1366
NSR:Quay:79211,936
NSR:Quay:74566,435
NSR:Quay:50901,996
NSR:Quay:111205,2147
NSR:Quay:73949,781
14452894,748
NSR:Quay:97076,1202
NSR:Quay:49696,992
NSR:Quay:5126,569
NSR:Quay:22580,1898
NSR:Quay:90780,1470
NSR:Quay:72291,1493
NSR:Quay:106325,4680
NSR:Quay:6654,563
NSR:Quay:82068,597
NSR:Quay:34763,3982
NSR:Quay:89125,1356
14397664,360
NSR:Quay:22863,1872
NSR:Quay:62100,936
NSR:Quay:81745,1833
NSR:Quay:82516,189
NSR:Quay:46080,2478
NSR:Quay:3653,1015
NSR:Quay:68899,2010
NSR:Quay:54199,575
NSR:Quay:87483,571
NSR:Quay:48498,2623
NSR:Quay:41180,4721
NSR:Quay:77416,743
NSR:Quay:25796,660
14417400,1834
NSR:Quay:66655,2755
NSR:Quay:15085,1623
NSR:Quay:55024,1695
NSR:Quay:105075,1300
14163337,2813
NSR:Quay:27174,2201
NSR:Quay:92535,630
NSR:Quay:73359,1351
14194958,1746
NSR:Quay:77656,640
NSR:Quay:90666,1375
NSR:Quay:37051,718
NSR:Quay:81567,1490
NSR:Quay:65966,860
NSR:Quay:50267,1770
NSR:Quay:58231,2406
NSR:Quay:30454,342
NSR:Quay:83265,1115
NSR:Quay:6507,685
14114674,2866
NSR:Quay:25322,736
NSR:Quay:75858,188
NSR:Quay:12787,1574
NSR:Quay:61589,811
NSR:Quay:78192,313
NSR:Quay:51006,766
17178,208
NSR:Quay:78621,621
NSR:Quay:45563,443
NSR:Quay:75365,559
NSR:Quay:95389,802
NSR:Quay:109321,4107
NSR:Quay:70218,427
NSR:Quay:85164,795
NSR:Quay:87654,135
NSR:Quay:48864,776
NSR:Quay:10029,4330
NSR:Quay:95351,1151
NSR:Quay:29369,939
NSR:Quay:60504,253
NSR:Quay:77186,539
NSR:Quay:97970,1435
NSR:Quay:103757,322
NSR:Quay:76302,257
NSR:Quay:37527,1010
NSR:Quay:12215,1032
NSR:Quay:107919,186
NSR:Quay:79785,346
NSR:Quay:14206,1390
NSR:Quay:94538,799
NSR:Quay:84406,934
NSR:Quay:102600,353
NSR:Quay:52899,795
14497029,1352
NSR:Quay:103229,1666
NSR:Quay:88742,430
NSR:Quay:106769,854
NSR:Quay:61494,325
NSR:Quay:85018,1088
NSR:Quay:101810,169
NSR:Quay:39193,534
NSR:Quay:49256,237
NSR:Quay:42063,969
NSR:Quay:21679,332
NSR:Quay:80679,241
NSR:Quay:67599,4055
NSR:Quay:72647,520
NSR:Quay:72857,1534
NSR:Quay:67072,852
NSR:Quay:15899,477
NSR:Quay:60765,520
NSR:Quay:76782,572
NSR:Quay:79321,353
NSR:Quay:82712,1145
NSR:Quay:31395,2180
NSR:Quay:37106,811
NSR:Quay:92343,778
NSR:Quay:55543,881
NSR:Quay:87705,756
NSR:Quay:16094,817
NSR:Quay:85886,713
NSR:Quay:23110,568
17216,264
NSR:Quay:88306,875
NSR:Quay:36068,569
NSR:Quay:89630,428
NSR:Quay:79069,357
NSR:Quay:19516,186
NSR:Quay:48985,361
NSR:Quay:72323,508
NSR:Quay:107932,520
NSR:Quay:76268,351
NSR:Quay:87655,414
NSR:Quay:68169,347
NSR:Quay:15245,282
NSR:Quay:8188,153
NSR:Quay:70456,466
NSR:Quay:96888,754
NSR:Quay:5042,557
NSR:Quay:35352,535
NSR:Quay:3025,664
NSR:Quay:68124,237
NSR:Quay:1467,534
NSR:Quay:41145,455
NSR:Quay:103834,724
NSR:Quay:109598,179
NSR:Quay:87178,608
NSR:Quay:24172,358
NSR:Quay:17432,778
NSR:Quay:72379,770
NSR:Quay:42456,279
NSR:Quay:50545,172
NSR:Quay:41677,727
NSR:Quay:37180,388
NSR:Quay:6241,753
NSR:Quay:17198,733
NSR:Quay:5443,1092
NSR:Quay:53288,716
NSR:Quay:36969,478
NSR:Quay:33005,180
NSR:Quay:88750,674
NSR:Quay:20807,532
NSR:Quay:106212,260
NSR:Quay:105982,333
NSR:Quay:84115,491
NSR:Quay:20031,247
NSR:Quay:23026,538
NSR:Quay:62255,338
NSR:Quay:70239,369
NSR:Quay:55980,384
NSR:Quay:78674,532
17086,128
NSR:Quay:1259,398
NSR:Quay:92806,392
NSR:Quay:109820,237
NSR:Quay:22590,177
NSR:Quay:28405,442
NSR:Quay:55304,385
NSR:Quay:109358,810
NSR:Quay:107798,498
NSR:Quay:77259,168
NSR:Quay:26745,845
NSR:Quay:79429,357
NSR:Quay:88240,570
NSR:Quay:103792,323
NSR:Quay:16472,493
NSR:Quay:61523,337
NSR:Quay:21987,342
NSR:Quay:32971,330
NSR:Quay:36659,376
NSR:Quay:1303,54
NSR:Quay:83826,499
NSR:Quay:1803,224
NSR:Quay:81814,539
NSR:Quay:40991,350
NSR:Quay:30664,161
NSR:Quay:106211,260
NSR:Quay:101486,185
NSR:Quay:25516,369
NSR:Quay:69341,325
NSR:Quay:31380,738
NSR:Quay:35827,80
NSR:Quay:34770,162
NSR:Quay:16952,152
NSR:Quay:22961,435
NSR:Quay:2543,195
14322332,185
NSR:Quay:29504,186
NSR:Quay:36401,462
NSR:Quay:54299,52
NSR:Quay:90201,188
NSR:Quay:82530,189
NSR:Quay:21740,408
NSR:Quay:8255,492
NSR:Quay:89662,532
NSR:Quay:76135,181
NSR:Quay:109325,149
NSR:Quay:21095,154
NSR:Quay:89677,154
NSR:Quay:33326,169
NSR:Quay:68603,235
NSR:Quay:27071,453
NSR:Quay:64485,51
NSR:Quay:19141,100
NSR:Quay:107122,78
NSR:Quay:33355,56
NSR:Quay:60537,169
NSR:Quay:79911,97
NSR:Quay:107121,68
NSR:Quay:98381,250
NSR:Quay:17250,171
NSR:Quay:84928,144
NSR:Quay:71582,38
NSR:Quay:31224,178
NSR:Quay:81000,35
NSR:Quay:80662,142
NSR:Quay:59334,31
NSR:Quay:25288,52
NSR:Quay:66102,2
9025915015138201,1
NSR:Quay:67586,4009
NSR:Quay:89224,3519
NSR:Quay:105125,15903
NSR:Quay:34325,5411
NSR:Quay:46117,17681
NSR:Quay:69586,7595
NSR:Quay:10389,32352
NSR:Quay:83606,1606
NSR:Quay:27794,1991
NSR:Quay:85376,21788
NSR:Quay:104098,1594
NSR:Quay:12206,122817
NSR:Quay:9962,35052
NSR:Quay:89264,90948
NSR:Quay:31449,12552
NSR:Quay:30495,10065
NSR:Quay:93187,19639
NSR:Quay:11533,23377
14313626,4019
NSR:Quay:5583,36331
NSR:Quay:7895,145196
NSR:Quay:12855,6318
NSR:Quay:53092,138264
NSR:Quay:53354,21698
NSR:Quay:24108,5301
NSR:Quay:72765,22613
NSR:Quay:53904,102330
NSR:Quay:22827,8983
NSR:Quay:22850,742
NSR:Quay:8763,29280
NSR:Quay:62482,269
NSR:Quay:88355,20582
NSR:Quay:7851,16577
NSR:Quay:66581,4699
NSR:Quay:49590,16412
NSR:Quay:38355,3638
NSR:Quay:20517,891
NSR:Quay:33497,22837
NSR:Quay:49437,1004
NSR:Quay:14468,11351
NSR:Quay:6189,53028
NSR:Quay:74954,85979
NSR:Quay:83097,7847
NSR:Quay:54027,54752
NSR:Quay:73421,74774
NSR:Quay:30166,11595
NSR:Quay:24404,6959
NSR:Quay:49502,10901
NSR:Quay:44445,26586
NSR:Quay:18483,2838
NSR:Quay:6297,67639
NSR:Quay:83211,1833
NSR:Quay:5223,15289
NSR:Quay:54570,854
NSR:Quay:48351,2475
NSR:Quay:30390,6346
NSR:Quay:26408,4518
NSR:Quay:87688,5795
NSR:Quay:47752,36372
NSR:Quay:53245,188544
NSR:Quay:50239,43813
NSR:Quay:35205,3179
NSR:Quay:56009,18756
NSR:Quay:16982,720
NSR:Quay:68299,5335
NSR:Quay:53423,2631
NSR:Quay:4048,9543
NSR:Quay:1920,10972
NSR:Quay:33294,11818
NSR:Quay:34834,1052
NSR:Quay:90589,1183
NSR:Quay:6405,21608
NSR:Quay:29081,16719
NSR:Quay:97486,16574
NSR:Quay:43732,4603
NSR:Quay:69163,6037
NSR:Quay:7671,31511
NSR:Quay:53829,9604
NSR:Quay:52939,15247
NSR:Quay:9719,11723
NSR:Quay:82957,2980
NSR:Quay:50608,4105
NSR:Quay:80220,2699
NSR:Quay:30081,3957
NSR:Quay:45343,34050
NSR:Quay:53889,70334
NSR:Quay:96244,7154
NSR:Quay:5609,4102
NSR:Quay:51827,15847
NSR:Quay:51077,20710
NSR:Quay:77857,843
NSR:Quay:39883,13877
NSR:Quay:5280,1262
NSR:Quay:93078,719
NSR:Quay:11122,64364
NSR:Quay:37853,9881
NSR:Quay:485,21019
NSR:Quay:10874,21599
NSR:Quay:42750,1888
NSR:Quay:75557,13105
NSR:Quay:12844,531
NSR:Quay:87514,504
NSR:Quay:72202,6484
NSR:Quay:39880,14525
NSR:Quay:39588,1024
NSR:Quay:24054,6887
NSR:Quay:73772,18320
NSR:Quay:19227,1148
NSR:Quay:15423,4001
NSR:Quay:80241,1414
NSR:Quay:20711,1290
14124481,2340
NSR:Quay:47068,1784
NSR:Quay:24524,553
NSR:Quay:82667,1589
NSR:Quay:7858,16578
NSR:Quay:50318,2334
NSR:Quay:23844,6512
NSR:Quay:67680,2789
NSR:Quay:3190,8388
NSR:Quay:76425,10593
NSR:Quay:49959,10959
NSR:Quay:70268,4838
NSR:Quay:40731,6155
NSR:Quay:2901,4755
NSR:Quay:27903,19944
NSR:Quay:43749,9391
NSR:Quay:206,14367
NSR:Quay:34159,9827
NSR:Quay:740,3010
NSR:Quay:33299,4573
NSR:Quay:5653,35085
NSR:Quay:38083,17844
NSR:Quay:30788,706
NSR:Quay:33862,7907
NSR:Quay:33495,659
NSR:Quay:71018,5123
14012074,2237
NSR:Quay:42358,4568
NSR:Quay:51116,28066
NSR:Quay:3452,7974
NSR:Quay:90785,1251
NSR:Quay:76872,508
NSR:Quay:91351,365
NSR:Quay:5814,12806
NSR:Quay:86197,1490
NSR:Quay:50185,28142
NSR:Quay:5953,9365
NSR:Quay:54554,4554
NSR:Quay:84896,2957
NSR:Quay:44532,19711
NSR:Quay:44738,2523
NSR:Quay:861,885
NSR:Quay:38439,18214
NSR:Quay:89381,1203
NSR:Quay:38717,4890
NSR:Quay:90077,572
NSR:Quay:13483,863
NSR:Quay:34703,1085
NSR:Quay:46915,14822
NSR:Quay:47599,5527
NSR:Quay:80635,551
NSR:Quay:21908,12121
NSR:Quay:58143,2406
NSR:Quay:22201,3109
NSR:Quay:38895,2531
NSR:Quay:21993,2659
NSR:Quay:18205,9366
NSR:Quay:83256,3547
NSR:Quay:39763,2535
14114859,4455
NSR:Quay:57245,2100
NSR:Quay:17582,8527
NSR:Quay:55201,539
NSR:Quay:95807,3310
NSR:Quay:79571,544
NSR:Quay:58340,1672
NSR:Quay:47427,2117
NSR:Quay:19750,2291
NSR:Quay:116001,7218
NSR:Quay:65163,2231
NSR:Quay:103547,7937
NSR:Quay:68952,2979
NSR:Quay:73245,1124
NSR:Quay:95329,924
NSR:Quay:107881,180
NSR:Quay:53239,2572
14387821,9591
NSR:Quay:90064,1873
NSR:Quay:77308,527
NSR:Quay:38529,837
NSR:Quay:76221,13273
NSR:Quay:27839,1478
NSR:Quay:70254,4694
NSR:Quay:88447,1266
NSR:Quay:51892,2259
NSR:Quay:46052,1683
NSR:Quay:97424,2198
14452776,656
NSR:Quay:33257,1443
NSR:Quay:98227,1008
NSR:Quay:3232,474
NSR:Quay:53572,10758
NSR:Quay:11793,2343
NSR:Quay:7714,6532
NSR:Quay:48011,1390
NSR:Quay:92896,4452
NSR:Quay:97230,1325
NSR:Quay:41268,531
NSR:Quay:43061,2228
NSR:Quay:28984,1034
NSR:Quay:50953,5793
NSR:Quay:26265,3387
NSR:Quay:104455,2145
NSR:Quay:41354,626
NSR:Quay:9087,1720
NSR:Quay:89896,1737
NSR:Quay:93788,803
NSR:Quay:93071,1257
NSR:Quay:45314,2023
NSR:Quay:49493,4651
NSR:Quay:103841,6360
NSR:Quay:58477,2354
NSR:Quay:79702,620
NSR:Quay:49012,497
NSR:Quay:41727,4097
NSR:Quay:25499,741
NSR:Quay:76598,1827
NSR:Quay:104485,610
NSR:Quay:85365,2973
NSR:Quay:102688,2475
NSR:Quay:45750,5376
NSR:Quay:10725,1802
NSR:Quay:77621,527
NSR:Quay:106540,1663
NSR:Quay:28907,2240
NSR:Quay:70516,1524
NSR:Quay:62677,725
NSR:Quay:50206,3109
NSR:Quay:96886,1118
NSR:Quay:106579,185
NSR:Quay:95897,1778
NSR:Quay:87842,956
NSR:Quay:22571,334
NSR:Quay:39533,731
NSR:Quay:73249,740
NSR:Quay:74832,407
NSR:Quay:18942,629
NSR:Quay:42994,404
NSR:Quay:87523,379
NSR:Quay:84856,1605
NSR:Quay:70601,621
NSR:Quay:95827,569
NSR:Quay:1958,711
NSR:Quay:23740,1492
NSR:Quay:42647,3230
NSR:Quay:13895,362
NSR:Quay:35354,360
NSR:Quay:3784,914
NSR:Quay:30122,8085
NSR:Quay:18875,371
NSR:Quay:3806,843
NSR:Quay:54187,989
NSR:Quay:44115,1191
NSR:Quay:47268,1035
NSR:Quay:48118,1050
NSR:Quay:20122,369
14452881,793
NSR:Quay:56306,457
NSR:Quay:78514,832
NSR:Quay:2097,1036
NSR:Quay:106198,346
NSR:Quay:71992,2412
NSR:Quay:18131,700
NSR:Quay:98694,975
NSR:Quay:106454,152
NSR:Quay:95860,2692
NSR:Quay:93457,893
NSR:Quay:92603,588
NSR:Quay:28100,1326
NSR:Quay:4148,164
NSR:Quay:91080,1353
14291651,102
NSR:Quay:43312,692
NSR:Quay:1571,3928
NSR:Quay:92551,754
NSR:Quay:89438,531
NSR:Quay:51163,1990
NSR:Quay:58526,1977
NSR:Quay:56241,2309
NSR:Quay:40787,727
NSR:Quay:27744,4833
NSR:Quay:106094,296
NSR:Quay:16292,1092
NSR:Quay:28692,2310
NSR:Quay:49100,180
NSR:Quay:105112,178
NSR:Quay:90337,639
NSR:Quay:61386,330
NSR:Quay:4014,927
NSR:Quay:107266,1441
NSR:Quay:42335,799
NSR:Quay:55461,1239
NSR:Quay:23636,2099
NSR:Quay:27602,1048
14333761,778
NSR:Quay:93599,805
14163296,666
NSR:Quay:26508,1777
NSR:Quay:34840,205
NSR:Quay:17601,1126
14446838,782
NSR:Quay:69824,639
NSR:Quay:57510,1131
NSR:Quay:38851,534
NSR:Quay:24995,1228
NSR:Quay:81997,3390
NSR:Quay:52710,988
NSR:Quay:24419,816
NSR:Quay:99485,1169
NSR:Quay:87552,1230
NSR:Quay:47413,1709
NSR:Quay:101952,178
NSR:Quay:104900,269
NSR:Quay:34151,480
NSR:Quay:30786,1057
NSR:Quay:27452,813
NSR:Quay:41123,455
NSR:Quay:70490,2687
NSR:Quay:86983,2850
NSR:Quay:4115,625
NSR:Quay:104846,468
NSR:Quay:47204,375
NSR:Quay:39890,1561
NSR:Quay:86295,1074
NSR:Quay:40859,496
NSR:Quay:38362,1314
NSR:Quay:18329,501
NSR:Quay:57726,749
NSR:Quay:50818,1785
NSR:Quay:43111,982
NSR:Quay:61378,459
14163427,403
NSR:Quay:6836,569
NSR:Quay:35937,940
NSR:Quay:96671,378
NSR:Quay:86483,379
NSR:Quay:78201,793
NSR:Quay:77187,182
NSR:Quay:50842,585
NSR:Quay:34256,597
NSR:Quay:109953,1095
NSR:Quay:100084,1030
NSR:Quay:97909,1716
NSR:Quay:101692,1078
NSR:Quay:74541,672
NSR:Quay:96725,531
NSR:Quay:87197,647
NSR:Quay:96795,646
NSR:Quay:76819,611
NSR:Quay:74583,817
NSR:Quay:50648,926
NSR:Quay:75836,542
NSR:Quay:19909,369
NSR:Quay:8336,192
NSR:Quay:57683,679
NSR:Quay:67500,797
NSR:Quay:5312,782
NSR:Quay:38643,646
NSR:Quay:96829,784
NSR:Quay:13818,352
NSR:Quay:79874,264
NSR:Quay:106691,299
14417443,211
NSR:Quay:101210,422
NSR:Quay:51864,1390
NSR:Quay:77759,764
NSR:Quay:16235,610
NSR:Quay:35160,376
NSR:Quay:57802,492
NSR:Quay:22852,669
NSR:Quay:100959,376
NSR:Quay:42011,1128
NSR:Quay:90761,961
NSR:Quay:13468,188
15282614,280
NSR:Quay:56616,250
NSR:Quay:36006,184
NSR:Quay:87051,857
NSR:Quay:62417,663
NSR:Quay:84185,525
NSR:Quay:101790,186
NSR:Quay:92597,815
NSR:Quay:20655,1041
NSR:Quay:27890,576
NSR:Quay:3246,611
NSR:Quay:72525,169
NSR:Quay:91957,502
NSR:Quay:24684,1529
NSR:Quay:44150,535
NSR:Quay:107044,206
NSR:Quay:59880,137
NSR:Quay:20642,376
NSR:Quay:45907,999
NSR:Quay:42521,303
14012110,1209
NSR:Quay:23846,552
NSR:Quay:65559,640
NSR:Quay:29348,570
NSR:Quay:91459,689
NSR:Quay:84814,264
NSR:Quay:96977,743
NSR:Quay:31628,747
NSR:Quay:16458,375
NSR:Quay:66913,228
NSR:Quay:60788,208
NSR:Quay:20903,495
NSR:Quay:92713,499
NSR:Quay:76796,212
NSR:Quay:61585,830
NSR:Quay:22467,433
NSR:Quay:95530,419
NSR:Quay:36565,369
NSR:Quay:20507,649
NSR:Quay:91445,403
NSR:Quay:55305,275
NSR:Quay:28921,687
NSR:Quay:20152,373
NSR:Quay:72247,178
NSR:Quay:19935,188
NSR:Quay:92254,189
NSR:Quay:78542,364
14181252,565
NSR:Quay:15976,529
14437314,297
NSR:Quay:77572,168
NSR:Quay:47037,635
NSR:Quay:101033,227
NSR:Quay:95547,489
NSR:Quay:46499,365
NSR:Quay:107016,355
NSR:Quay:102902,238
NSR:Quay:78004,73
NSR:Quay:49968,553
NSR:Quay:36590,306
NSR:Quay:2666,332
NSR:Quay:101186,479
NSR:Quay:47185,192
NSR:Quay:21131,299
NSR:Quay:103359,478
NSR:Quay:17251,366
NSR:Quay:102682,471
NSR:Quay:325,191
NSR:Quay:73921,407
NSR:Quay:34193,470
NSR:Quay:67525,424
NSR:Quay:77451,183
NSR:Quay:96458,301
NSR:Quay:107040,227
NSR:Quay:97925,327
NSR:Quay:18777,406
NSR:Quay:54257,750
NSR:Quay:13370,182
NSR:Quay:62791,170
NSR:Quay:107623,325
NSR:Quay:89357,425
NSR:Quay:100833,86
NSR:Quay:10364,188
NSR:Quay:94271,52
NSR:Quay:71505,186
NSR:Quay:34833,61
NSR:Quay:30980,189
NSR:Quay:65833,39
NSR:Quay:59257,68
NSR:Quay:33571,47
NSR:Quay:1618,70
NSR:Quay:92452,131
NSR:Quay:99851,55
NSR:Quay:122,13
NSR:Quay:34428,2
0615011801,26
9025915004826601,1
NSR:Quay:13199,3
9025915051550301,2
9025915002853301,1
NSR:Quay:108100,3939
NSR:Quay:69561,18168
NSR:Quay:95238,35421
NSR:Quay:25150,1178
NSR:Quay:47406,31031
NSR:Quay:94511,2521
NSR:Quay:85058,2682
NSR:Quay:66604,2909
NSR:Quay:7888,26259
NSR:Quay:7273,99182
NSR:Quay:97079,24082
NSR:Quay:10755,63747
NSR:Quay:92497,1738
NSR:Quay:30199,71464
NSR:Quay:71335,33399
NSR:Quay:10604,26047
NSR:Quay:69256,14265
NSR:Quay:10820,46797
NSR:Quay:11672,22702
NSR:Quay:56044,14035
NSR:Quay:10152,70651
NSR:Quay:17861,41924
NSR:Quay:44970,57441
NSR:Quay:13471,9940
NSR:Quay:46524,52120
NSR:Quay:3345,5809
NSR:Quay:8215,19914
NSR:Quay:101722,7961
NSR:Quay:41538,19073
NSR:Quay:72640,2395
NSR:Quay:18173,15415
NSR:Quay:30247,16103
NSR:Quay:25144,5704
NSR:Quay:75228,125846
NSR:Quay:19898,971
NSR:Quay:24834,9041
NSR:Quay:6229,33323
NSR:Quay:38417,20715
NSR:Quay:53043,18154
NSR:Quay:55037,21551
NSR:Quay:8809,17156
NSR:Quay:13274,4515
NSR:Quay:19490,371
NSR:Quay:23995,743
NSR:Quay:28533,17717
NSR:Quay:85660,1280
NSR:Quay:73790,19403
NSR:Quay:96837,379
NSR:Quay:74163,1936
NSR:Quay:37086,21805
NSR:Quay:40973,226
NSR:Quay:8929,17239
NSR:Quay:104308,631
NSR:Quay:5919,39988
NSR:Quay:11843,95532
NSR:Quay:11191,30106
NSR:Quay:53884,52641
NSR:Quay:97657,2849
NSR:Quay:94668,26358
NSR:Quay:86338,13212
NSR:Quay:8374,15482
NSR:Quay:10542,23311
NSR:Quay:5855,8491
NSR:Quay:108088,386
NSR:Quay:53541,13374
NSR:Quay:40034,5686
NSR:Quay:72402,98198
NSR:Quay:101068,13319
NSR:Quay:6418,77373
NSR:Quay:30436,33443
NSR:Quay:66483,10329
NSR:Quay:16687,2267
NSR:Quay:11262,57616
NSR:Quay:12316,62907
NSR:Quay:58409,2297
NSR:Quay:101895,352
NSR:Quay:33635,23366
NSR:Quay:17128,317
NSR:Quay:77344,22220
NSR:Quay:49177,10053
NSR:Quay:55856,33064
NSR:Quay:9437,5499
NSR:Quay:3136,21335
NSR:Quay:70245,9294
NSR:Quay:5703,23172
NSR:Quay:38908,11289
NSR:Quay:51463,3885
NSR:Quay:110906,5650
NSR:Quay:4217,27854
NSR:Quay:55046,3048
NSR:Quay:90358,3723
NSR:Quay:90346,4071
NSR:Quay:4562,3237
NSR:Quay:39826,1058
NSR:Quay:6175,8584
NSR:Quay:46666,14317
NSR:Quay:49007,30595
NSR:Quay:3674,7085
NSR:Quay:8332,14403
NSR:Quay:39419,60553
NSR:Quay:65235,4040
NSR:Quay:24222,7717
NSR:Quay:10641,34637
NSR:Quay:67607,3605
NSR:Quay:15450,4520
NSR:Quay:73470,5835
NSR:Quay:75668,1472
NSR:Quay:41783,10639
NSR:Quay:70350,986
NSR:Quay:33527,705
NSR:Quay:91633,7409
NSR:Quay:39503,4394
NSR:Quay:68413,18891
NSR:Quay:94571,2962
NSR:Quay:68292,1226
NSR:Quay:69585,8497
NSR:Quay:76954,10928
NSR:Quay:55558,12729
NSR:Quay:11963,31185
NSR:Quay:29025,10841
NSR:Quay:3285,7007
NSR:Quay:50566,9525
NSR:Quay:43425,4087
NSR:Quay:16789,10678
NSR:Quay:71874,1659
NSR:Quay:5457,3428
NSR:Quay:6095,9551
NSR:Quay:81321,1390
NSR:Quay:12088,1012
14322173,14695
NSR:Quay:18053,14265
NSR:Quay:56511,6427
NSR:Quay:12960,403
NSR:Quay:57725,5258
NSR:Quay:33757,6472
NSR:Quay:36818,4893
NSR:Quay:10617,26040
NSR:Quay:81405,2170
NSR:Quay:35078,747
NSR:Quay:104312,892
NSR:Quay:96557,1170
NSR:Quay:87519,3792
NSR:Quay:54295,1659
NSR:Quay:51018,4506
NSR:Quay:109338,3022
NSR:Quay:65779,3220
NSR:Quay:39790,368
NSR:Quay:36048,1284
NSR:Quay:40766,5489
NSR:Quay:3019,6886
NSR:Quay:51965,1432
NSR:Quay:45758,2036
NSR:Quay:25307,188
NSR:Quay:23750,2115
NSR:Quay:94285,931
NSR:Quay:28333,1923
NSR:Quay:41787,3422
NSR:Quay:19704,4526
NSR:Quay:42629,2690
NSR:Quay:24443,98
NSR:Quay:46350,28534
NSR:Quay:47019,1709
NSR:Quay:6009,20194
NSR:Quay:94712,2943
NSR:Quay:42969,4537
NSR:Quay:79022,734
NSR:Quay:55056,11752
14496862,2239
NSR:Quay:37767,7239
NSR:Quay:36384,4487
NSR:Quay:29768,13862
NSR:Quay:20599,2291
NSR:Quay:50768,3454
NSR:Quay:42934,987
NSR:Quay:87232,2210
NSR:Quay:84638,4423
NSR:Quay:16211,1092
NSR:Quay:48269,182
NSR:Quay:30151,1093
NSR:Quay:49848,3501
NSR:Quay:81361,3388
NSR:Quay:48420,21420
